event_id,user_id,timestamp,ip_address,latitude,longitude,location,user_agent,device_id,resource,action,success,mfa_used,failure_reason,privilege_level
26551f42-10c4-4a75-b0db-29ae881b054a,carol@corp.com,2026-03-28T09:46:13,10.0.204.16,51.507855,-0.117178,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,access,true,false,,user
f00b75f5-f378-4ef8-af01-a3eb53de77ca,carol@corp.com,2026-03-28T09:48:02,10.0.187.170,51.526646,-0.134115,"London, UK",Mozilla/5.0,dev-carol-1,crm,authorize,true,false,,user
8418c8a0-f6c1-49b8-9599-bafd26af34e6,alice@corp.com,2026-03-28T10:08:57,10.0.72.229,37.77065,-122.41724,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,login,true,true,,user
12dc01ed-7812-457a-ad63-8e72d70e964d,carol@corp.com,2026-03-28T10:21:37,10.0.56.89,51.508195,-0.124955,"London, UK",Mozilla/5.0,dev-carol-1,wiki,login,true,true,,user
0e4d863f-a313-45d3-aa04-f9a690bbf8da,carol@corp.com,2026-03-28T10:30:58,10.0.238.211,51.508785,-0.139667,"London, UK",Mozilla/5.0,dev-carol-1,crm,authorize,true,true,,user
62d40d65-d55a-47b6-acaa-d40b884642e2,carol@corp.com,2026-03-28T10:49:24,10.0.90.244,51.513022,-0.127254,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,false,,user
14c67f70-ee7d-450a-be15-c4794a4b49c7,alice@corp.com,2026-03-28T10:50:16,10.0.99.28,37.771458,-122.440228,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,authorize,true,true,,user
5df43169-4388-4bab-8c3c-caa81d060f36,carol@corp.com,2026-03-28T11:17:00,10.0.163.7,51.504738,-0.135255,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,access,true,true,,user
9fbf38f6-7ae4-4d3d-bcff-c94d1baad05f,alice@corp.com,2026-03-28T11:22:30,10.0.40.38,37.784599,-122.429854,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,access,true,true,,user
c3f166f8-7091-403a-aeb8-d69edc65db4d,bob@corp.com,2026-03-28T11:42:43,10.0.205.251,40.712112,-73.992247,"New York, US",Mozilla/5.0,dev-bob-1,vpn,access,true,false,,user
ff0a359c-71c0-497b-af55-bd3aa8e8efb6,bob@corp.com,2026-03-28T11:55:11,10.0.12.239,40.732822,-74.012752,"New York, US",Mozilla/5.0,dev-bob-1,crm,login,true,true,,user
93eba654-12e4-4f28-ae09-ad2a9ea20b5f,bob@corp.com,2026-03-28T12:22:16,10.0.92.193,40.709964,-74.005308,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,access,true,false,,user
568c7ff8-6fb7-4620-b6fc-0fd66e6c6c67,alice@corp.com,2026-03-28T12:25:51,10.0.38.1,37.779186,-122.423938,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,login,true,true,,user
85d14171-9ee1-47c3-90a8-b8955c4ef4f2,alice@corp.com,2026-03-28T12:33:31,10.0.223.124,37.778845,-122.427041,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,login,true,false,,user
a3fed4ea-cc5f-4055-82b6-b06152279242,bob@corp.com,2026-03-28T12:34:31,10.0.190.176,40.702207,-74.005743,"New York, US",Mozilla/5.0,dev-bob-1,crm,login,true,true,,user
d30b2334-48de-4680-8d47-772371d75a68,bob@corp.com,2026-03-28T12:35:28,10.0.39.42,40.714007,-74.021513,"New York, US",Mozilla/5.0,dev-bob-1,crm,access,true,true,,user
a5f53a84-f95a-4636-8710-6efe2a7b9674,carol@corp.com,2026-03-28T12:37:20,10.0.74.127,51.5116,-0.113674,"London, UK",Mozilla/5.0,dev-carol-1,vpn,login,true,false,,user
cac52ff4-1476-4a3d-9db2-24f51b56739f,carol@corp.com,2026-03-28T12:44:20,10.0.15.112,51.506733,-0.125758,"London, UK",Mozilla/5.0,dev-carol-1,wiki,access,true,false,,user
c040a169-6f65-4fb2-9e31-407bf3095898,alice@corp.com,2026-03-28T13:25:39,10.0.128.236,37.767,-122.41494,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,true,,user
4f4354ee-6897-4727-8bee-d06f2cb6370e,bob@corp.com,2026-03-28T13:44:53,10.0.172.34,40.708581,-74.01203,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,true,true,,user
1045b043-96ee-441f-bcea-b84362980c22,alice@corp.com,2026-03-28T14:04:23,10.0.54.224,37.776805,-122.426574,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,access,true,true,,user
3b49eda7-b651-475f-8cdd-9ed027688df5,alice@corp.com,2026-03-28T14:24:09,10.0.26.134,37.766012,-122.40369,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,login,true,false,,user
88ef0010-ad41-4354-afeb-9697d9a98ad2,bob@corp.com,2026-03-28T14:42:00,10.0.23.228,40.702849,-74.000786,"New York, US",Mozilla/5.0,dev-bob-1,vpn,access,true,false,,user
af8a11e1-1973-443c-b7d5-2b4ccf2d2135,alice@corp.com,2026-03-28T14:47:50,10.0.249.44,37.765845,-122.414296,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,login,true,false,,user
44542e09-fc7e-4ef0-874b-0437e7f8df7e,bob@corp.com,2026-03-28T15:12:45,10.0.97.89,40.708917,-74.020272,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,true,true,,user
b9ed597e-c11b-456d-b175-a73f6bf76e55,alice@corp.com,2026-03-28T15:39:54,10.0.72.17,37.781325,-122.416763,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,authorize,true,false,,user
8790bfd5-9a07-4178-bf2c-b9cdc30111f5,carol@corp.com,2026-03-28T15:50:13,10.0.73.58,51.509133,-0.135882,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,true,,user
a913aacf-73ca-489f-ad07-319df2b83b05,bob@corp.com,2026-03-28T16:00:31,10.0.164.122,40.711203,-74.002793,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,authorize,true,false,,user
313d1c71-95e8-47ac-91fe-c4a375b3e0db,alice@corp.com,2026-03-28T16:04:34,10.0.16.64,37.766919,-122.423341,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,access,true,true,,user
2a48813f-a969-43fc-a93e-8c953f5585d2,alice@corp.com,2026-03-28T16:17:02,10.0.248.215,37.776826,-122.413611,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,false,,user
d7eaae4e-8946-4eb3-8503-8a07a1ddc820,bob@corp.com,2026-03-28T16:34:23,10.0.65.239,40.714167,-74.007445,"New York, US",Mozilla/5.0,dev-bob-1,wiki,access,true,true,,user
1cb0d5e1-b42a-4ad2-b182-4a63976d3709,carol@corp.com,2026-03-28T16:37:14,10.0.63.86,51.482105,-0.132319,"London, UK",Mozilla/5.0,dev-carol-1,email,access,true,true,,user
d68a5390-c5b2-46ae-9dd0-8830161cedb0,carol@corp.com,2026-03-28T17:16:17,10.0.198.130,51.512009,-0.124624,"London, UK",Mozilla/5.0,dev-carol-1,vpn,authorize,true,true,,user
f3bf03ea-7c0d-41be-bd9b-55a2e8b2a5eb,alice@corp.com,2026-03-28T17:38:22,10.0.222.112,37.778026,-122.421359,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,login,true,false,,user
d9537a2c-ffd9-4c00-aff1-67e4a17963ae,carol@corp.com,2026-03-28T17:44:50,10.0.38.68,51.502892,-0.121913,"London, UK",Mozilla/5.0,dev-carol-1,vpn,authorize,true,false,,user
abb436a8-541e-4c83-91d0-af7578895b50,carol@corp.com,2026-03-28T17:45:07,10.0.171.221,51.511234,-0.124112,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,login,true,true,,user
5d6ac7e9-cd77-4d53-80e3-3b92a2ac14f2,bob@corp.com,2026-03-28T18:11:13,10.0.38.241,40.712912,-73.991331,"New York, US",Mozilla/5.0,dev-bob-1,email,authorize,true,true,,user
e479bd13-ef3d-4ac1-8faa-449554c55bac,carol@corp.com,2026-03-28T18:20:27,10.0.220.51,51.495265,-0.155763,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,authorize,true,false,,user
a3d8cdf1-774a-4aa8-a627-82965acbb4e8,bob@corp.com,2026-03-28T18:24:07,10.0.85.141,40.715638,-74.008401,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,authorize,true,true,,user
5a3e4573-4842-4bb0-9f66-b90e6a232906,bob@corp.com,2026-03-28T18:48:34,10.0.104.145,40.702687,-74.000962,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,authorize,true,true,,user
c11d912d-e53d-48bd-a214-1b4eb393cd48,bob@corp.com,2026-03-28T18:58:00,10.0.54.60,40.721209,-73.996474,"New York, US",Mozilla/5.0,dev-bob-1,vpn,access,true,true,,user
34673b00-ce1e-45cb-9ce1-d364e9069c10,alice@corp.com,2026-03-29T08:00:46,10.0.13.107,37.758507,-122.421647,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,access,true,true,,user
9104c562-7613-49a2-95e2-df92ede6e864,carol@corp.com,2026-03-29T08:03:02,10.0.15.153,51.496024,-0.160722,"London, UK",Mozilla/5.0,dev-carol-1,vpn,login,true,false,,user
8b3fc8e5-9ebb-42ae-a221-5f0096ac5724,carol@corp.com,2026-03-29T08:35:24,10.0.247.195,51.503038,-0.125465,"London, UK",Mozilla/5.0,dev-carol-1,wiki,login,true,false,,user
049e9ce2-a477-41b5-98f9-6caabc70d33f,bob@corp.com,2026-03-29T08:36:19,10.0.27.35,40.703271,-74.016188,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,access,true,true,,user
b6c2f28a-1df2-4cb4-a9b9-45991518dd0d,alice@corp.com,2026-03-29T08:47:41,10.0.84.27,37.777565,-122.426641,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,login,true,false,,user
f3601a72-437e-4fc6-934a-39fe880b3e2b,bob@corp.com,2026-03-29T09:04:49,10.0.116.22,40.716802,-74.006855,"New York, US",Mozilla/5.0,dev-bob-1,vpn,authorize,true,true,,user
cbdc75ad-66cb-4464-acd0-e559e9a3159c,bob@corp.com,2026-03-29T09:14:47,10.0.118.124,40.725993,-74.015897,"New York, US",Mozilla/5.0,dev-bob-1,email,access,true,true,,user
344956b1-2470-4bc8-b904-346db48132d1,alice@corp.com,2026-03-29T09:52:20,10.0.80.56,37.770787,-122.415502,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,true,,user
396fe524-06ec-4cfe-83a8-2bee3a8c8f0e,bob@corp.com,2026-03-29T09:54:34,10.0.29.242,40.702511,-73.995902,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,authorize,true,false,,user
0ad278d4-9ca3-42c3-80a9-00ca107351cd,carol@corp.com,2026-03-29T10:01:02,10.0.90.119,51.518231,-0.128376,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,authorize,true,true,,user
852af851-4b75-4ba4-b840-a19e97c67653,alice@corp.com,2026-03-29T10:28:59,10.0.1.115,37.778441,-122.439769,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,login,true,true,,user
e5fff0f5-47f6-4eda-9069-cd31b476eb3c,alice@corp.com,2026-03-29T10:40:53,10.0.30.121,37.762433,-122.417919,"San Francisco, US",Mozilla/5.0,dev-alice-1,vpn,login,true,false,,user
d3c72f72-f811-4ae8-ae5e-010dfb168a6f,bob@corp.com,2026-03-29T10:47:05,10.0.79.151,40.71045,-74.014114,"New York, US",Mozilla/5.0,dev-bob-1,vpn,login,true,true,,user
148c4059-93a8-4a50-adf2-85b09b404dab,alice@corp.com,2026-03-29T11:05:22,10.0.108.39,37.779167,-122.417727,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,authorize,true,true,,user
af2f27d1-77ad-48d2-91d3-0763796b1852,bob@corp.com,2026-03-29T11:21:03,10.0.70.104,40.704111,-74.000761,"New York, US",Mozilla/5.0,dev-bob-1,wiki,access,true,false,,user
2f68c7e0-19eb-4511-8d6e-ae75911bc45e,bob@corp.com,2026-03-29T11:24:08,10.0.23.177,40.718023,-73.990238,"New York, US",Mozilla/5.0,dev-bob-1,wiki,access,true,false,,user
7fba9a1e-a1b4-4df7-bfcf-ac12e5f67142,carol@corp.com,2026-03-29T11:28:23,10.0.107.91,51.504058,-0.130345,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,login,true,false,,user
2979161e-4750-4900-a202-1b0487d68034,carol@corp.com,2026-03-29T11:33:25,10.0.204.70,51.509932,-0.120978,"London, UK",Mozilla/5.0,dev-carol-1,vpn,access,true,true,,user
9f28b7a0-bbe3-43df-a13a-2854d56616a7,alice@corp.com,2026-03-29T11:38:55,10.0.8.100,37.761175,-122.414016,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,login,true,true,,user
9d3bcb44-96e3-4187-b101-386bcef1e9f1,bob@corp.com,2026-03-29T11:42:01,10.0.184.163,40.698424,-73.996164,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,access,true,true,,user
4d79e406-acfe-4aaa-aa5f-5bf25366d628,alice@corp.com,2026-03-29T12:03:47,10.0.25.250,37.768422,-122.412846,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,access,true,true,,user
2f2e6cd9-e581-41c9-98e3-61bbf6b79dac,carol@corp.com,2026-03-29T12:04:30,10.0.93.218,51.513121,-0.128267,"London, UK",Mozilla/5.0,dev-carol-1,wiki,login,true,false,,user
7c370f9e-ab3c-4ed6-8a4d-30d09b1c0ef3,alice@corp.com,2026-03-29T12:15:36,10.0.1.46,37.760653,-122.420409,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,authorize,true,false,,user
df63f36a-3329-4a6d-b8ca-8832f29a1cc0,carol@corp.com,2026-03-29T12:37:46,10.0.60.41,51.496964,-0.118206,"London, UK",Mozilla/5.0,dev-carol-1,crm,access,true,false,,user
1cd0398e-68d8-4203-af17-b69ff1fd1c3b,carol@corp.com,2026-03-29T12:43:52,10.0.180.52,51.513814,-0.138378,"London, UK",Mozilla/5.0,dev-carol-1,vpn,login,true,false,,user
41125cf5-d778-4fce-8aec-c506a3b12e1c,carol@corp.com,2026-03-29T12:48:11,10.0.73.111,51.492745,-0.125647,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,access,true,true,,user
773d8b34-34be-4d2f-af61-3ff93456e38e,carol@corp.com,2026-03-29T12:48:26,10.0.198.18,51.50314,-0.127875,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,access,true,true,,user
0d1ea10e-a435-4341-9113-2d2648eac4bc,alice@corp.com,2026-03-29T12:54:38,10.0.240.49,37.778086,-122.418792,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,login,true,false,,user
15df2b53-95d8-4033-9f72-3064223cb0be,bob@corp.com,2026-03-29T13:08:07,10.0.204.144,40.700842,-74.014941,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,login,true,true,,user
b103582e-6460-480a-8ce6-f87d2ae81957,bob@corp.com,2026-03-29T13:11:18,10.0.249.175,40.713285,-74.014299,"New York, US",Mozilla/5.0,dev-bob-1,crm,login,true,true,,user
c1348a7a-1d8e-4f4b-8d83-028f82291d59,bob@corp.com,2026-03-29T13:26:02,10.0.87.142,40.719146,-73.994412,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,true,false,,user
4e99ba63-b3a8-43a6-a40e-cf26ae27eb12,bob@corp.com,2026-03-29T13:34:08,10.0.144.14,40.711997,-74.000773,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,authorize,true,false,,user
707bcb96-e026-4111-a7d8-6117e4ae5799,alice@corp.com,2026-03-29T13:41:45,10.0.63.136,37.779138,-122.423287,"San Francisco, US",Mozilla/5.0,dev-alice-1,vpn,authorize,true,false,,user
0c458bba-4e0d-428a-8001-7e3ae4ca708d,bob@corp.com,2026-03-29T13:53:01,10.0.221.158,40.711409,-74.00459,"New York, US",Mozilla/5.0,dev-bob-1,vpn,access,true,true,,user
b241c321-8895-4e75-b144-5a0e21186573,carol@corp.com,2026-03-29T14:05:35,10.0.59.152,51.503147,-0.142593,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,false,,user
3ce67592-e1c5-4c21-85dc-80071c5a95ca,bob@corp.com,2026-03-29T14:51:50,10.0.240.127,40.725737,-74.008034,"New York, US",Mozilla/5.0,dev-bob-1,wiki,authorize,true,true,,user
a8d02ca6-e83d-430f-9597-2153095c0ac9,carol@corp.com,2026-03-29T14:51:54,10.0.131.43,51.500222,-0.125994,"London, UK",Mozilla/5.0,dev-carol-1,vpn,access,true,false,,user
d1b4ea9c-b63d-4fce-967b-d6d803142ba5,carol@corp.com,2026-03-29T14:54:56,10.0.73.125,51.506536,-0.135128,"London, UK",Mozilla/5.0,dev-carol-1,crm,authorize,true,false,,user
39ecedd7-7f44-458d-9b21-ac830ff810c3,bob@corp.com,2026-03-29T15:04:24,10.0.58.64,40.72444,-74.018576,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,login,true,true,,user
ba3a44dc-f421-4429-bb7f-da4d3775f039,carol@corp.com,2026-03-29T15:27:41,10.0.10.135,51.509141,-0.121928,"London, UK",Mozilla/5.0,dev-carol-1,crm,authorize,true,false,,user
552c2dc2-2860-472d-9883-d84ada0028da,alice@corp.com,2026-03-29T15:37:28,10.0.228.211,37.765464,-122.416949,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,login,true,true,,user
11818316-6fd7-4122-a20f-e34a981ab851,alice@corp.com,2026-03-29T15:55:46,10.0.151.163,37.755256,-122.414597,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,false,,user
dfd4044e-076b-4c7d-9b54-a00e02f918d6,alice@corp.com,2026-03-29T16:03:08,10.0.27.181,37.765324,-122.435811,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,login,true,false,,user
05d9d574-073d-4245-9ee0-f8802fd87c7d,carol@corp.com,2026-03-29T16:32:07,10.0.204.249,51.507181,-0.123425,"London, UK",Mozilla/5.0,dev-carol-1,vpn,access,true,false,,user
ea493419-e2e5-4235-89ec-22391d92bb87,carol@corp.com,2026-03-29T16:38:19,10.0.171.225,51.494741,-0.119671,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,login,true,true,,user
afa32fff-f0c3-4e84-9aae-2d2d593ff977,alice@corp.com,2026-03-29T17:20:51,10.0.41.174,37.770345,-122.420496,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,access,true,false,,user
e769793c-22f4-4a62-b9f5-73643e9db02d,bob@corp.com,2026-03-29T17:29:07,10.0.142.228,40.710846,-73.994717,"New York, US",Mozilla/5.0,dev-bob-1,vpn,authorize,true,true,,user
2509fcd8-4aa3-4c2e-b43f-252f6eeb8350,bob@corp.com,2026-03-29T17:33:49,10.0.201.184,40.714409,-74.02224,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,access,true,false,,user
190e80f0-5f09-4dd7-b5d3-a985e880567f,carol@corp.com,2026-03-29T18:11:44,10.0.29.96,51.523025,-0.135842,"London, UK",Mozilla/5.0,dev-carol-1,crm,login,true,true,,user
01b5fb5d-c581-4782-8484-d4a07b1958ea,alice@corp.com,2026-03-29T18:15:59,10.0.190.247,37.792136,-122.441753,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,access,true,true,,user
43d6764c-f879-4058-bfb2-29b0c165edbd,alice@corp.com,2026-03-29T18:33:34,10.0.160.232,37.776766,-122.417666,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,login,true,false,,user
c015564c-9184-4c85-a3b1-86fbc8857af6,bob@corp.com,2026-03-30T04:05:00,10.0.189.196,40.710955,-74.013715,"New York, US",Mozilla/5.0,dev-bob-1,crm,login,true,false,,user
1f261f4d-f74a-4859-925c-357ce5df1593,carol@corp.com,2026-03-30T04:05:00,10.0.61.160,51.51099,-0.131035,"London, UK",Mozilla/5.0,dev-carol-1,email,authorize,true,true,,user
78823a78-61f5-44af-a1db-4d5e907be78e,alice@corp.com,2026-03-30T08:35:51,10.0.39.161,37.776099,-122.417051,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,true,,user
cd454e15-818e-4e73-987d-40cec0e9b86b,carol@corp.com,2026-03-30T08:40:18,10.0.234.230,51.504174,-0.111159,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,false,,user
7f1c07b3-4309-4538-b45d-e20dd09fd145,carol@corp.com,2026-03-30T08:49:36,10.0.194.237,51.509027,-0.118893,"London, UK",Mozilla/5.0,dev-carol-1,vpn,login,true,true,,user
086f5dc2-3be6-4d04-a2af-b67d724062ea,bob@corp.com,2026-03-30T08:50:00,10.0.227.252,40.721455,-74.001691,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,true,false,,user
b5a39a13-2a37-409c-b3b7-6d8fd3f28c3b,alice@corp.com,2026-03-30T08:53:49,10.0.84.138,37.769048,-122.409795,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,access,true,false,,user
9b43c7a0-467f-41bf-96ff-569240710e05,alice@corp.com,2026-03-30T09:08:55,10.0.15.104,37.77157,-122.427567,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,access,true,false,,user
e95c9156-3895-446d-ba7a-c4f11ca828c5,bob@corp.com,2026-03-30T09:30:59,10.0.37.248,40.702613,-73.997851,"New York, US",Mozilla/5.0,dev-bob-1,crm,access,true,false,,user
07cfdd7d-d346-447a-8cfd-36095152feb1,bob@corp.com,2026-03-30T09:39:15,10.0.146.196,40.709263,-74.017735,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,authorize,true,false,,user
36a63d41-39f7-435b-be3c-d4768d942a65,alice@corp.com,2026-03-30T10:10:00,10.0.232.79,-33.853967,151.216114,"Sydney, AU",Mozilla/5.0,dev-alice-1,email,login,true,true,,user
c3016d4c-485a-4722-9307-6e50165c3f61,bob@corp.com,2026-03-30T10:10:00,10.0.172.139,-33.864407,151.230352,"Sydney, AU",Mozilla/5.0,dev-bob-1,hr-portal,login,true,true,,user
8b985ea5-91eb-47d3-a1cb-5e220bd77fa2,carol@corp.com,2026-03-30T10:10:00,10.0.155.197,-33.864478,151.239151,"Sydney, AU",Mozilla/5.0,dev-carol-1,hr-portal,access,true,true,,user
61573e81-d2dc-4f45-9467-a4da643aed22,bob@corp.com,2026-03-30T10:16:51,10.0.174.147,40.700747,-74.004069,"New York, US",Mozilla/5.0,dev-bob-1,email,access,true,true,,user
23f53849-c27a-4db9-9dd3-f5f172f6a8da,bob@corp.com,2026-03-30T11:00:00,10.0.191.28,40.719312,-74.01165,"New York, US",Mozilla/5.0,dev-bob-1,wiki,authorize,false,false,invalid_password,user
b5aa2224-2a65-4c33-891b-65ab2616f3b0,bob@corp.com,2026-03-30T11:01:00,10.0.161.19,40.716467,-74.022518,"New York, US",Mozilla/5.0,dev-bob-1,vpn,login,false,false,invalid_password,user
ecd4a8f8-63f0-4dc9-9fce-2729d60364ea,bob@corp.com,2026-03-30T11:02:00,10.0.203.33,40.692032,-74.0207,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,false,true,invalid_password,user
8d4d085e-5744-448f-97ab-638df6a07cbb,bob@corp.com,2026-03-30T11:03:45,10.0.220.38,40.717163,-74.007895,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,authorize,true,true,,user
2e319346-15af-4a8b-ac76-796a31996469,alice@corp.com,2026-03-30T11:29:40,10.0.253.133,37.776443,-122.411651,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,access,true,false,,user
baeb042c-2f51-4d3d-a973-1ab203e011fe,carol@corp.com,2026-03-30T11:33:43,10.0.42.63,51.506697,-0.121652,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,access,true,false,,user
fa004a31-ae69-4683-b455-d91283c28c26,alice@corp.com,2026-03-30T12:00:00,10.0.115.137,37.774712,-122.417989,"San Francisco, US",Mozilla/5.0,dev-unknown-ca370c,crm,access,true,true,,user
ce38d525-93cc-470a-91a3-79ac9397ebd9,bob@corp.com,2026-03-30T12:00:00,10.0.79.70,40.713121,-73.994089,"New York, US",Mozilla/5.0,dev-unknown-9ff10b,vpn,authorize,true,false,,user
bbb3d86f-d15f-4a6b-b0d3-b326cef22209,carol@corp.com,2026-03-30T12:00:00,10.0.42.59,51.530168,-0.125228,"London, UK",Mozilla/5.0,dev-unknown-716587,hr-portal,access,true,false,,user
697f518f-56e7-40dd-92dd-aae1739ff9ad,alice@corp.com,2026-03-30T12:01:43,10.0.84.22,37.793346,-122.436534,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,authorize,true,true,,user
da58b999-fdb2-43b1-b4c2-1d3919b9a3d8,bob@corp.com,2026-03-30T12:08:54,10.0.166.155,40.701687,-74.012128,"New York, US",Mozilla/5.0,dev-bob-1,vpn,authorize,true,false,,user
028ade3e-c669-4432-9f45-829130c14964,alice@corp.com,2026-03-30T12:13:35,10.0.149.140,37.763953,-122.428383,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,authorize,true,true,,user
6e5aae6a-da56-47ea-8826-5fc9c2207d61,carol@corp.com,2026-03-30T12:16:44,10.0.242.130,51.512048,-0.132354,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,true,,user
7bdf5979-af65-4cdf-b047-bc0c7539c9db,carol@corp.com,2026-03-30T12:28:27,10.0.196.130,51.499921,-0.140145,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,login,true,false,,user
